scode,YYYY,MM,DAY,WIND,Tsun,Press,TAVE,Tmax,Tmin,RH,Rain,GTAVE,GTmax,GTmin,Sevp,Levp
57313,2015,3,19,1.0471315052351218,0.0,964.0,15.4,19.6,13.7,0.69,0.0,13.6,19.0,12.2,0.3,1.5
57313,2015,3,20,1.4211070428190937,3.1,971.4,13.8,17.5,12.4,0.68,1.2,13.1,25.5,10.4,0.3,1.9
57313,2015,3,21,0.8227461826847386,11.0,972.8,14.3,21.8,8.3,0.65,0.0,16.5,34.7,6.0,0.3,2.4
57313,2015,3,22,0.5983608601343553,0.0,968.7,13.8,17.6,11.8,0.79,0.2,13.1,17.4,10.4,0.3,1.0
57313,2015,3,23,0.7479510751679441,11.2,973.5,16.0,22.1,10.1,0.66,0.1,18.6,37.8,7.4,0.3,2.1
57313,2015,3,24,0.8227461826847386,5.8,975.1,16.2,22.4,12.1,0.62,0.0,17.5,35.8,9.7,0.3,2.3
57313,2015,3,25,1.0471315052351218,7.6,971.7,17.1,22.3,13.6,0.66,0.0,18.4,34.9,12.1,0.3,1.9
57313,2015,3,26,0.8227461826847386,9.6,972.0,18.5,25.8,14.2,0.61,0.0,21.9,43.0,12.0,0.3,2.8
57313,2015,3,27,0.9723363977183274,7.3,971.5,19.7,24.1,16.3,0.58,0.0,21.4,41.2,13.2,0.3,2.5
57313,2015,3,28,0.7479510751679441,9.5,967.2,19.8,26.1,14.1,0.64,0.0,23.0,43.1,12.1,0.3,2.7
57313,2015,3,29,0.9723363977183274,9.6,962.3,20.5,26.3,16.6,0.68,2.2,23.4,41.5,15.7,0.3,2.6
57313,2015,3,30,0.8227461826847386,6.1,957.1,20.7,26.2,16.2,0.69,0.0,23.8,43.1,14.2,0.3,2.6
57313,2015,3,31,0.7479510751679441,0.0,952.5,21.4,25.6,18.3,0.71,0.0,19.9,28.6,16.3,0.3,1.5
57313,2015,4,1,1.0471315052351218,3.4,947.6,22.3,25.6,20.0,0.8,0.7,22.8,33.4,17.6,0.3,1.5
57313,2015,4,2,1.4959021503358882,10.8,950.3,22.4,28.3,17.9,0.6,0.9,24.8,44.3,15.2,0.3,3.0
57313,2015,4,3,0.8227461826847386,5.7,949.4,20.6,26.7,16.1,0.69,0.1,21.8,41.1,13.9,0.3,2.4
57313,2015,4,4,1.795082580403066,10.8,953.0,20.7,26.9,14.3,0.6,0.2,23.8,42.9,12.3,0.3,2.9
57313,2015,4,5,1.4959021503358882,0.0,962.9,15.3,24.0,14.4,0.7,11.1,15.4,21.9,12.5,0.3,4.5
57313,2015,4,6,1.4211070428190937,0.0,968.5,12.3,15.2,11.7,0.87,8.8,13.2,16.5,12.1,0.3,1.8
57313,2015,4,7,1.271516827785505,1.1,975.0,12.3,15.6,9.8,0.71,6.2,14.6,28.7,9.8,0.3,2.1
57313,2015,4,8,0.897541290201533,0.7,973.3,13.2,16.1,11.0,0.71,0.0,15.5,26.8,9.9,0.3,2.0
57313,2015,4,9,0.6731559676511497,8.4,970.9,15.5,20.1,12.0,0.72,0.0,17.1,38.4,11.2,0.3,1.7
57313,2015,4,10,1.121926612751916,8.0,972.1,16.7,22.8,12.2,0.71,0.0,21.5,42.9,10.4,0.3,2.7
57313,2015,4,11,0.8227461826847386,4.5,974.7,14.6,19.1,13.0,0.83,11.1,16.3,30.9,12.5,0.3,1.9
57313,2015,4,12,1.0471315052351218,10.8,976.3,15.3,23.2,10.1,0.75,0.0,18.1,36.0,8.4,0.3,2.7
57313,2015,4,13,1.121926612751916,12.1,974.3,16.6,24.0,9.6,0.57,0.0,21.0,44.9,6.7,0.3,3.9
57313,2015,4,14,0.897541290201533,10.3,966.4,17.0,24.6,9.8,0.54,0.0,19.8,45.1,7.0,0.3,3.4
57313,2015,4,15,1.121926612751916,11.4,963.1,18.8,26.7,12.3,0.68,0.1,23.7,48.0,10.2,0.3,2.6
57313,2015,4,16,0.897541290201533,11.2,960.2,21.5,30.7,14.6,0.63,0.0,26.0,51.4,12.4,0.3,3.2
57313,2015,4,17,0.9723363977183274,3.2,952.4,23.0,28.2,18.6,0.62,0.5,22.8,38.6,16.1,0.3,2.6
57313,2015,4,18,2.0942630104702435,1.0,954.5,21.8,25.3,19.6,0.59,0.6,21.0,35.1,17.2,0.3,3.3
57313,2015,4,19,2.4682385480542153,7.3,961.8,18.3,23.2,13.5,0.62,14.3,18.6,32.8,12.7,0.3,4.7
57313,2015,4,20,1.121926612751916,9.8,965.5,18.6,25.0,12.5,0.6,0.0,21.0,41.5,9.6,0.3,3.5
57313,2015,4,21,1.3463119353022994,10.2,968.3,20.0,26.6,13.2,0.51,0.0,23.7,45.8,10.6,0.3,4.0
57313,2015,4,22,1.3463119353022994,1.6,971.1,18.8,23.4,15.4,0.57,0.0,20.1,33.0,13.8,0.3,2.9
57313,2015,4,23,1.271516827785505,0.0,972.3,17.4,19.9,16.1,0.77,0.0,17.9,26.3,14.9,0.3,2.0
57313,2015,4,24,1.121926612751916,5.5,973.0,18.0,22.6,14.3,0.75,0.0,21.1,40.6,12.6,0.3,1.9
57313,2015,4,25,0.7479510751679441,10.6,970.9,19.8,26.4,13.9,0.67,0.0,24.9,46.3,12.2,0.3,2.7
57313,2015,4,26,1.0471315052351218,12.0,967.1,20.7,27.7,14.5,0.64,0.0,23.7,48.7,12.6,0.3,3.3
57313,2015,4,27,0.7479510751679441,10.9,963.4,22.3,30.4,16.3,0.63,0.0,26.6,48.7,14.7,0.3,3.6
57313,2015,4,28,1.1967217202687106,10.4,962.3,23.7,31.4,16.9,0.63,0.0,27.5,50.6,15.1,0.3,3.7
57313,2015,4,29,1.1967217202687106,11.5,961.6,24.6,33.2,17.4,0.57,0.0,28.7,52.3,15.4,0.3,3.8
57313,2015,4,30,0.7479510751679441,6.1,957.7,25.5,31.8,21.4,0.55,0.0,29.1,51.0,19.4,0.3,3.7
57313,2015,5,1,1.6454923653694773,3.8,958.6,19.6,26.1,15.4,0.71,27.5,19.4,29.5,14.9,0.3,5.3
57313,2015,5,2,1.0471315052351218,11.2,961.8,20.2,28.5,13.5,0.65,0.0,21.9,38.3,11.3,0.3,3.0
57313,2015,5,3,1.1967217202687106,4.0,963.9,19.5,23.9,16.8,0.7,6.5,19.1,29.6,15.9,0.3,2.7
57313,2015,5,4,0.897541290201533,1.4,967.9,17.3,20.3,14.6,0.77,4.8,17.3,23.5,14.6,0.3,2.2
57313,2015,5,5,0.897541290201533,3.3,962.3,17.6,22.2,14.6,0.78,0.2,18.0,31.9,13.3,0.3,1.9
57313,2015,5,6,1.271516827785505,7.4,961.3,19.5,26.5,14.2,0.75,0.0,21.7,39.1,12.4,0.3,2.3
57313,2015,5,7,0.8227461826847386,10.7,959.9,22.8,29.7,15.8,0.68,0.0,26.4,45.6,13.8,0.3,3.0
57313,2015,5,8,1.5706972578526828,10.6,960.6,22.6,30.3,17.7,0.52,1.8,25.8,47.5,15.1,0.3,5.4
57313,2015,5,9,1.271516827785505,12.6,960.2,22.9,31.0,16.4,0.52,0.0,27.0,49.1,13.6,0.3,4.7
57313,2015,5,10,2.169058117987038,3.2,958.6,21.5,27.1,18.6,0.61,0.0,22.4,37.1,16.5,0.3,4.8
57313,2015,5,11,1.121926612751916,11.2,967.6,21.1,27.7,15.6,0.41,0.2,25.1,46.8,12.2,0.3,6.1
57313,2015,5,12,0.9723363977183274,4.2,962.9,20.2,26.7,15.1,0.47,0.0,21.0,40.3,12.7,0.3,3.5
57313,2015,5,13,0.7479510751679441,0.0,957.0,20.9,26.2,15.9,0.55,0.0,22.7,37.3,13.9,0.3,3.4
57313,2015,5,14,0.8227461826847386,4.5,956.8,24.9,30.6,19.6,0.63,0.0,28.9,48.1,18.0,0.3,2.5
57313,2015,5,15,1.4959021503358882,3.1,961.1,27.1,31.3,22.8,0.52,0.0,27.4,42.5,19.5,0.3,3.4
57313,2015,5,16,0.7479510751679441,0.0,963.4,22.4,26.8,19.8,0.73,0.0,23.0,29.9,18.2,0.3,2.5
57313,2015,5,17,1.121926612751916,3.9,958.6,21.6,25.3,18.3,0.77,5.1,23.2,34.8,18.1,0.3,1.7
57313,2015,5,18,1.4211070428190937,9.9,958.5,25.4,31.5,20.8,0.69,0.0,29.8,50.9,19.7,0.3,2.9
57313,2015,5,19,1.1967217202687106,11.2,957.2,26.6,33.2,20.2,0.64,0.0,31.9,57.6,18.4,0.3,4.4
57313,2015,5,20,0.9723363977183274,10.6,959.1,27.6,34.0,21.3,0.58,0.0,32.3,55.1,19.7,0.3,5.1
57313,2015,5,21,1.3463119353022994,0.0,962.8,21.5,30.2,19.8,0.81,17.5,21.4,28.8,20.2,0.3,4.3
57313,2015,5,22,0.9723363977183274,3.2,963.1,19.6,24.4,17.3,0.82,18.5,20.6,29.4,17.4,0.3,0.9
57313,2015,5,23,1.0471315052351218,7.6,961.3,21.9,27.7,17.9,0.72,0.0,22.0,37.7,17.1,0.3,4.4
57313,2015,5,24,0.8227461826847386,0.5,960.2,21.9,25.5,19.1,0.75,0.6,21.6,34.0,17.7,0.3,3.8
57313,2015,5,25,1.0471315052351218,0.0,958.9,21.5,25.2,19.0,0.71,0.3,20.6,28.7,17.8,0.3,2.5
57313,2015,5,26,0.6731559676511497,1.5,959.2,21.8,25.9,18.8,0.72,0.0,21.6,35.4,16.5,0.3,1.9
57313,2015,5,27,0.9723363977183274,9.9,957.3,24.1,30.8,17.8,0.7,0.0,29.8,52.1,16.1,0.3,2.9
57313,2015,5,28,0.8227461826847386,0.0,954.2,23.1,28.0,21.9,0.85,1.9,23.1,28.0,21.6,0.3,2.4
57313,2015,5,29,1.8698776879198604,8.7,957.6,25.6,31.9,21.1,0.54,0.0,26.1,47.5,17.7,0.3,3.4
57313,2015,5,30,0.897541290201533,8.3,961.0,25.2,31.0,19.4,0.64,0.0,29.7,49.2,17.4,0.3,4.0
57313,2015,5,31,0.7479510751679441,10.4,957.0,26.2,31.9,21.3,0.64,0.0,28.7,49.8,19.5,0.3,4.3
57313,2015,6,1,0.7479510751679441,1.0,954.4,25.0,28.6,21.9,0.79,16.6,25.5,34.4,21.4,0.3,2.9
57313,2015,6,2,1.271516827785505,0.0,956.8,23.1,26.1,22.2,0.85,2.6,22.8,27.3,21.4,0.3,1.4
57313,2015,6,3,0.6731559676511497,0.0,961.5,21.3,23.4,19.7,0.87,3.8,21.5,25.5,19.5,0.3,1.5
57313,2015,6,4,1.3463119353022994,9.9,962.4,23.6,30.3,19.4,0.68,18.7,23.9,42.3,19.0,0.3,3.2
57313,2015,6,5,0.8227461826847386,11.2,961.7,24.6,29.8,18.9,0.62,0.0,28.2,43.6,17.1,0.3,4.6
57313,2015,6,6,0.6731559676511497,0.0,959.2,21.4,27.2,20.1,0.82,3.9,20.8,26.9,18.0,0.3,2.7
57313,2015,6,7,1.0471315052351218,0.0,958.9,21.0,24.0,18.4,0.83,0.0,22.5,30.3,17.6,0.3,1.6
57313,2015,6,8,0.6731559676511497,6.0,960.1,23.5,28.1,19.8,0.8,0.0,24.9,41.5,18.6,0.3,3.5
57313,2015,6,9,1.0471315052351218,11.5,957.4,25.5,30.6,20.5,0.7,0.0,28.5,42.1,18.9,0.3,2.8
57313,2015,6,10,1.121926612751916,10.9,957.1,27.4,34.0,21.2,0.63,0.0,30.7,48.9,19.2,0.3,4.0
57313,2015,6,11,0.9723363977183274,9.9,961.1,27.2,34.4,21.5,0.43,0.0,30.0,51.2,18.3,0.3,7.5
57313,2015,6,12,1.4959021503358882,0.0,960.4,20.7,28.8,18.2,0.72,8.5,19.6,26.2,17.8,0.3,5.1
57313,2015,6,13,1.271516827785505,9.2,959.0,22.6,28.6,17.5,0.75,0.0,25.0,42.6,16.0,0.3,2.6
57313,2015,6,14,0.9723363977183274,0.0,959.0,23.0,24.6,21.3,0.78,0.0,22.9,29.7,20.3,0.3,2.1
57313,2015,6,15,0.897541290201533,2.3,958.0,22.6,26.5,20.6,0.82,4.9,23.0,35.4,19.7,0.3,1.7
57313,2015,6,16,0.7479510751679441,5.4,954.4,24.3,28.9,21.1,0.8,1.5,24.8,38.9,20.3,0.3,2.0
57313,2015,6,17,1.0471315052351218,7.5,954.5,26.7,32.6,22.0,0.7,0.1,29.1,48.3,21.0,0.3,3.2
57313,2015,6,18,0.9723363977183274,7.7,957.3,27.2,32.6,22.5,0.65,0.0,29.2,46.6,21.3,0.3,4.0
57313,2015,6,19,1.0471315052351218,5.1,958.7,27.6,32.5,22.9,0.63,0.0,30.8,51.0,21.5,0.3,4.2
57313,2015,6,20,0.897541290201533,0.5,959.7,24.4,29.5,22.1,0.8,18.9,24.3,29.2,22.3,0.3,4.4
57313,2015,6,21,1.0471315052351218,10.5,958.5,25.5,31.5,21.0,0.7,0.0,26.2,38.9,19.7,0.3,3.4
57313,2015,6,22,1.1967217202687106,4.8,954.9,26.3,30.6,22.3,0.7,0.0,26.5,41.9,20.5,0.3,3.9
57313,2015,6,23,1.3463119353022994,0.0,953.0,23.9,28.3,22.7,0.86,87.7,22.9,25.8,22.1,0.3,2.3
57313,2015,6,24,0.9723363977183274,0.0,953.2,23.5,24.4,22.8,0.96,103.9,23.7,26.0,22.3,0.3,2.6
57313,2015,6,25,0.9723363977183274,11.3,952.3,27.3,32.2,23.0,0.82,0.3,29.7,42.8,22.1,0.3,2.0
57313,2015,6,26,0.9723363977183274,1.5,948.9,27.7,30.8,25.2,0.84,2.9,27.9,40.1,24.6,0.3,1.9
57313,2015,6,27,1.121926612751916,0.0,949.7,27.0,29.1,25.6,0.88,5.0,26.4,30.7,25.0,0.3,2.0
57313,2015,6,28,1.3463119353022994,0.0,951.4,26.0,28.1,25.0,0.88,9.3,25.1,28.5,24.3,0.3,1.6
57313,2015,6,29,0.8227461826847386,0.0,952.5,25.0,27.1,24.3,0.91,19.7,24.2,25.2,23.6,0.3,2.8
57313,2015,6,30,0.9723363977183274,2.7,954.3,26.3,31.4,23.7,0.88,2.2,26.9,39.7,23.0,0.3,1.7
57313,2015,7,1,0.9723363977183274,6.9,954.9,28.0,32.8,24.7,0.79,0.0,30.0,41.4,24.4,0.3,2.8
57313,2015,7,2,1.0471315052351218,2.1,954.8,26.5,31.9,23.6,0.86,3.6,27.6,39.7,24.2,0.3,2.4
57313,2015,7,3,0.6731559676511497,0.0,958.9,23.5,24.7,22.2,0.82,10.4,23.3,28.4,21.6,0.3,2.3
57313,2015,7,4,0.5983608601343553,0.0,961.3,22.9,25.0,21.0,0.81,5.3,23.5,30.5,20.6,0.3,2.0
57313,2015,7,5,0.6731559676511497,2.4,961.7,23.5,27.1,21.0,0.82,0.0,25.2,35.0,20.5,0.3,2.3
57313,2015,7,6,0.897541290201533,8.0,960.6,24.7,29.8,21.2,0.78,11.2,27.4,40.5,20.6,0.3,2.5
57313,2015,7,7,1.4211070428190937,10.3,959.5,25.6,32.6,21.1,0.75,0.0,28.7,44.1,19.7,0.3,4.4
57313,2015,7,8,0.9723363977183274,9.1,959.0,27.3,33.2,22.5,0.68,16.0,29.1,42.4,22.0,0.3,5.1
57313,2015,7,9,0.897541290201533,9.5,961.3,26.7,31.2,22.2,0.66,0.0,27.9,43.5,19.8,0.3,4.7
57313,2015,7,10,1.271516827785505,10.7,961.2,27.1,32.7,22.4,0.65,0.0,31.0,47.8,20.7,0.3,3.4
57313,2015,7,11,1.271516827785505,11.9,958.3,27.3,33.6,22.0,0.65,0.0,32.5,51.9,21.1,0.3,5.0
57313,2015,7,12,1.271516827785505,9.8,955.2,27.9,34.7,22.4,0.65,0.0,33.2,53.6,21.7,0.3,4.9
57313,2015,7,13,0.9723363977183274,1.3,955.4,27.6,29.7,25.2,0.75,0.1,28.5,33.9,24.8,0.3,2.4
57313,2015,7,14,0.8227461826847386,0.0,954.8,25.3,28.5,23.0,0.85,0.7,26.2,33.0,22.2,0.3,1.9
57313,2015,7,15,1.0471315052351218,11.3,955.0,27.3,32.7,22.2,0.68,3.6,31.0,48.1,21.6,0.3,3.1
57313,2015,7,16,1.271516827785505,11.2,955.6,25.4,34.1,20.2,0.74,29.2,30.2,52.3,20.9,0.3,5.5
57313,2015,7,17,1.0471315052351218,12.3,955.9,26.3,33.8,19.9,0.68,0.3,27.5,41.4,19.0,0.3,4.0
57313,2015,7,18,1.6454923653694773,10.5,956.1,28.1,34.6,22.3,0.64,0.0,28.7,44.2,20.6,0.3,4.7
57313,2015,7,19,1.4211070428190937,12.5,956.9,27.4,35.1,20.9,0.64,0.0,31.0,49.8,19.3,0.3,4.9
57313,2015,7,20,0.8227461826847386,9.7,957.4,27.9,34.2,23.4,0.68,0.0,29.3,49.5,22.0,0.3,4.6
57313,2015,7,21,1.0471315052351218,7.6,957.2,27.9,33.5,24.4,0.68,0.0,30.4,47.3,22.9,0.3,3.8
57313,2015,7,22,1.9446727954366547,8.9,956.6,26.3,32.2,22.7,0.78,2.0,26.6,45.9,22.5,0.3,3.1
57313,2015,7,23,1.1967217202687106,11.0,957.5,28.3,34.2,23.2,0.67,0.0,31.6,50.1,21.9,0.3,4.3
57313,2015,7,24,0.897541290201533,12.3,957.9,28.4,34.7,22.5,0.6,0.0,32.2,52.0,20.5,0.3,4.8
57313,2015,7,25,1.1967217202687106,11.8,955.9,28.7,36.0,22.5,0.62,0.0,33.8,54.2,21.1,0.3,5.4
57313,2015,7,26,1.271516827785505,9.5,956.8,28.4,33.4,24.8,0.67,0.0,30.9,46.1,23.8,0.3,4.2
