scode,YYYY,MM,DAY,WIND,Tsun,Press,TAVE,Tmax,Tmin,RH,Rain,GTAVE,GTmax,GTmin,Sevp,Levp
57206,2015,1,1,0.7479510751679441,0.0,963.7,4.1,7.6,1.0,0.8,0.0,4.2,11.0,-0.7,1.3,0.8
57206,2015,1,2,0.7479510751679441,0.0,961.0,6.4,10.1,4.3,0.69,0.0,7.5,18.5,4.1,1.3,1.1
57206,2015,1,3,0.4487706451007665,0.0,956.6,5.6,8.7,3.2,0.83,0.0,5.8,13.6,1.1,1.3,0.8
57206,2015,1,4,0.897541290201533,0.0,949.5,4.1,7.4,0.6,0.89,0.0,4.4,7.8,0.4,1.3,0.7
57206,2015,1,5,2.7674189781213934,0.0,953.1,11.2,12.4,7.2,0.29,0.0,9.7,17.1,5.8,1.3,3.3
57206,2015,1,6,1.5706972578526828,6.2,959.1,6.9,11.7,4.6,0.56,0.0,9.9,29.4,2.8,1.3,1.9
57206,2015,1,7,0.5983608601343553,5.9,963.0,5.9,10.5,3.0,0.69,0.0,7.9,21.2,1.5,1.3,1.2
57206,2015,1,8,1.8698776879198604,4.2,965.5,8.7,14.3,5.9,0.53,0.0,10.7,28.5,4.4,1.3,2.0
57206,2015,1,9,0.897541290201533,6.8,965.6,5.5,12.0,0.9,0.75,0.0,7.3,25.7,-0.3,1.3,1.1
57206,2015,1,10,1.1967217202687106,0.0,964.0,6.5,10.1,4.4,0.76,0.0,7.9,19.4,2.6,1.3,1.3
57206,2015,1,11,0.897541290201533,7.9,963.1,5.8,12.2,0.9,0.73,0.0,8.5,26.3,-1.1,1.3,1.5
57206,2015,1,12,1.271516827785505,0.0,963.2,7.1,9.5,5.9,0.72,0.0,7.7,13.5,4.3,1.3,1.2
57206,2015,1,13,0.897541290201533,0.0,960.8,4.4,7.4,1.8,0.85,0.0,4.5,9.4,-0.2,1.3,0.7
57206,2015,1,14,0.5235657526175609,2.3,961.0,7.8,12.9,4.5,0.73,0.0,8.8,26.6,4.2,1.3,1.1
57206,2015,1,15,1.271516827785505,4.1,960.0,8.1,13.1,4.6,0.65,0.0,9.5,24.6,3.0,1.3,1.8
57206,2015,1,16,0.9723363977183274,8.2,962.5,5.7,14.8,-0.7,0.65,0.0,7.6,29.5,-2.9,1.3,1.4
57206,2015,1,17,0.9723363977183274,0.0,961.8,4.6,7.8,2.3,0.72,0.2,4.0,13.8,0.6,1.3,0.9
57206,2015,1,18,0.5983608601343553,8.2,965.2,6.4,13.9,0.5,0.52,0.0,7.4,27.2,-2.1,1.3,1.8
57206,2015,1,19,1.1967217202687106,2.0,960.5,6.0,11.4,1.1,0.7,0.0,7.1,24.4,-0.7,1.3,1.3
57206,2015,1,20,1.3463119353022994,7.4,957.8,9.0,16.1,1.6,0.59,0.0,9.7,26.6,-0.7,1.3,1.7
57206,2015,1,21,1.1967217202687106,8.0,960.6,7.2,16.5,-0.7,0.51,0.0,8.8,30.9,-3.2,1.3,1.8
57206,2015,1,22,1.271516827785505,5.7,955.0,7.2,14.1,1.8,0.67,0.0,9.6,26.1,-0.1,1.3,1.4
57206,2015,1,23,0.5983608601343553,0.0,950.4,6.5,10.3,3.5,0.76,0.0,6.9,13.7,1.9,1.3,1.0
57206,2015,1,24,0.897541290201533,0.9,949.7,10.4,16.4,7.0,0.63,0.0,11.7,26.6,6.6,1.3,1.4
57206,2015,1,25,0.5235657526175609,0.0,955.2,7.6,11.5,3.9,0.71,0.0,7.5,16.4,1.6,1.3,1.1
57206,2015,1,26,1.121926612751916,0.0,954.9,10.3,14.7,6.7,0.6,0.0,11.5,25.0,4.4,1.3,1.6
57206,2015,1,27,1.7202874728862714,0.0,954.1,8.4,12.8,6.6,0.67,0.7,7.7,10.9,5.8,1.3,1.0
57206,2015,1,28,2.0942630104702435,0.0,954.0,4.2,6.9,3.1,0.61,0.5,3.8,6.1,2.4,1.3,1.8
57206,2015,1,29,2.243853225503832,5.7,960.5,5.5,8.6,3.9,0.36,0.0,7.4,23.0,2.0,1.3,3.2
57206,2015,1,30,1.4211070428190937,0.0,962.3,3.7,5.8,2.2,0.57,0.1,3.3,8.9,1.7,1.3,1.5
57206,2015,1,31,0.9723363977183274,0.0,965.0,1.2,2.1,0.5,0.86,1.6,2.0,6.7,-0.1,1.3,1.1
57206,2015,2,1,1.1967217202687106,0.0,963.3,2.3,3.9,0.5,0.85,0.4,3.0,7.4,0.1,1.3,0.9
57206,2015,2,2,0.5983608601343553,0.0,961.8,3.5,5.2,2.3,0.84,0.0,3.9,7.8,2.2,1.3,0.5
57206,2015,2,3,1.1967217202687106,5.7,965.2,5.0,11.0,0.6,0.67,0.0,5.9,27.4,-1.2,1.3,2.1
57206,2015,2,4,1.4211070428190937,5.5,965.7,5.7,12.1,-0.5,0.59,0.0,8.0,26.1,-2.3,1.3,2.1
57206,2015,2,5,1.121926612751916,4.0,965.3,6.8,11.5,2.7,0.47,0.0,9.1,28.1,0.0,1.3,1.9
57206,2015,2,6,1.7202874728862714,0.0,959.7,6.3,9.2,3.8,0.67,0.0,7.3,19.3,3.3,1.3,1.1
57206,2015,2,7,1.3463119353022994,7.7,962.0,8.0,12.9,4.4,0.39,0.0,10.3,29.4,2.9,1.3,3.1
57206,2015,2,8,1.4959021503358882,5.1,961.8,5.1,11.9,-1.7,0.51,0.0,7.7,28.9,-3.4,1.3,1.8
57206,2015,2,9,1.121926612751916,0.0,961.9,5.6,9.0,4.9,0.87,2.7,6.0,8.1,5.4,1.3,0.9
57206,2015,2,10,0.7479510751679441,5.8,958.3,7.2,14.0,4.1,0.77,0.0,10.7,28.8,3.8,1.3,1.3
57206,2015,2,11,0.8227461826847386,7.4,957.7,7.7,16.5,0.9,0.7,0.0,10.6,32.1,-0.7,1.3,1.2
57206,2015,2,12,1.0471315052351218,5.3,954.2,7.8,16.6,3.0,0.73,0.0,10.6,29.7,1.3,1.3,1.6
57206,2015,2,13,0.7479510751679441,2.8,952.0,8.0,14.0,1.4,0.73,0.0,8.8,27.0,-0.3,1.3,1.0
57206,2015,2,14,1.4211070428190937,0.9,946.6,10.7,15.2,8.1,0.75,0.0,13.0,29.3,7.7,1.3,1.0
57206,2015,2,15,1.4959021503358882,7.6,952.7,12.3,19.9,6.4,0.45,0.0,13.8,35.8,3.8,1.3,4.0
57206,2015,2,16,1.0471315052351218,8.4,956.1,12.1,20.0,5.3,0.34,0.0,13.6,38.2,1.9,1.3,2.0
57206,2015,2,17,1.121926612751916,0.0,952.3,10.4,15.7,6.5,0.69,0.0,11.8,26.9,4.5,1.3,1.2
57206,2015,2,18,0.9723363977183274,0.0,951.6,9.3,13.2,7.0,0.81,0.8,9.4,12.9,5.5,1.3,0.9
57206,2015,2,19,2.4682385480542153,0.0,950.2,7.6,9.2,6.1,0.79,1.9,7.6,10.3,6.4,1.3,1.4
57206,2015,2,20,2.3186483330206267,5.9,949.2,10.4,16.3,6.1,0.61,0.4,12.6,30.8,6.0,1.3,2.2
57206,2015,2,21,2.243853225503832,0.0,952.6,10.5,13.6,5.8,0.58,0.0,11.2,22.4,3.9,1.3,2.1
57206,2015,2,22,1.1967217202687106,0.0,954.8,8.7,13.0,6.7,0.82,5.4,9.6,16.0,7.2,1.3,1.4
57206,2015,2,23,1.8698776879198604,5.8,951.5,10.0,16.4,7.3,0.71,1.0,11.6,26.5,7.3,1.3,1.7
57206,2015,2,24,0.8227461826847386,0.0,949.7,9.1,11.4,7.7,0.84,1.2,9.5,14.2,6.3,1.3,1.2
57206,2015,2,25,1.5706972578526828,0.0,950.9,10.9,13.8,7.5,0.55,0.0,8.9,16.4,3.9,1.3,1.6
57206,2015,2,26,0.897541290201533,0.0,950.2,8.1,10.7,6.8,0.79,0.0,8.4,12.4,5.4,1.3,0.9
57206,2015,2,27,2.393443440537421,0.0,950.1,8.2,9.7,6.7,0.8,2.3,8.3,12.5,6.4,1.3,1.1
57206,2015,2,28,1.795082580403066,0.0,960.3,7.6,9.4,6.3,0.46,0.0,5.6,13.2,3.2,1.3,3.0
