scode,YYYY,MM,Tsun_sum,Tsun_max,Tsun_min,Tsun_mean,TAVE_max,TAVE_min,TAVE_mean,Tmax_max,Tmax_min,Tmax_mean,Tmin_max,Tmin_min,Tmin_mean,Rain_sum,Rain_max,Rain_mean,GTAVE_max,GTAVE_min,GTAVE_mean,GTmax_max,GTmax_min,GTmax_mean,GTmin_max,GTmin_min,GTmin_mean,Sevp_sum,Sevp_max,Sevp_min,Sevp_mean,name,type,altitude,alt_qiya,lon,lat
57306,2005,1,39.0,7.4,0.0,1.2580645161290323,7.5,0.7,5.219354838709678,14.4,4.3,8.761290322580646,5.9,-2.4,2.97741935483871,20.5,5.5,0.6612903225806451,8.8,1.1,5.951612903225806,23.0,7.0,14.225806451612904,5.3,-2.8,2.074193548387097,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,10,60.900000000000006,9.3,0.0,1.9645161290322581,19.5,12.3,16.316129032258065,27.5,13.8,20.061290322580643,18.3,7.8,14.087096774193547,70.6,31.8,2.2774193548387096,21.2,13.4,17.65806451612903,42.4,16.2,26.190322580645162,18.9,7.0,13.86774193548387,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,11,43.8,8.5,0.0,1.46,17.9,6.3,12.34,25.4,9.7,16.103333333333335,16.0,3.8,10.07,33.7,14.3,1.1233333333333335,20.1,5.8,13.35,38.8,12.1,22.470000000000002,14.7,2.4,9.223333333333333,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,12,40.5,7.8,0.0,1.3064516129032258,10.6,2.5,6.232258064516128,15.2,5.4,9.667741935483871,8.6,-2.0,3.9838709677419355,12.7,6.0,0.4096774193548387,10.6,3.3,6.838709677419355,21.8,7.1,14.470967741935485,8.9,-2.8,2.970967741935484,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,2,12.399999999999999,4.3,0.0,0.4428571428571428,8.7,3.1,6.742857142857143,14.3,4.9,9.99642857142857,7.2,0.9,4.607142857142857,21.5,7.7,0.7678571428571429,11.6,4.1,7.7821428571428575,30.1,8.2,16.79642857142857,7.2,0.1,3.935714285714286,11.200000000000001,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,3,107.2,10.0,0.0,3.458064516129032,16.3,7.6,12.2,24.1,9.5,17.461290322580645,11.9,2.4,8.509677419354839,20.3,6.5,0.6548387096774194,20.2,8.6,14.51290322580645,46.4,13.4,30.61935483870968,11.7,0.3,7.467741935483871,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,4,155.2,10.3,0.0,5.173333333333333,25.1,11.9,18.92,34.9,16.3,25.576666666666664,20.6,8.3,14.016666666666667,14.9,3.6,0.4966666666666667,33.3,13.6,23.64,62.0,20.2,45.34666666666667,20.6,7.2,13.15,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,5,121.5,12.0,0.0,3.9193548387096775,25.0,19.6,22.05483870967742,32.3,21.9,27.40967741935484,21.4,12.8,18.190322580645162,99.89999999999999,35.8,3.22258064516129,32.2,20.4,25.458064516129035,57.0,25.0,42.50645161290323,22.5,12.5,17.993548387096773,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,6,163.9,11.7,0.0,5.463333333333334,30.1,20.9,25.803333333333335,35.5,22.5,31.18,26.4,18.3,21.43,96.9,45.8,3.23,37.4,21.3,30.05,63.6,24.2,46.9,26.2,16.8,21.64,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,7,114.0,11.7,0.0,3.6774193548387095,30.3,22.6,26.625806451612902,36.1,24.6,31.44193548387097,26.5,20.5,23.019354838709678,261.7,123.7,8.441935483870967,38.6,23.8,29.94193548387097,62.2,27.9,44.67741935483871,26.9,20.8,23.41290322580645,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,8,83.5,9.4,0.0,2.693548387096774,28.4,18.1,24.141935483870967,34.5,20.9,28.05806451612903,24.8,17.0,21.574193548387097,164.5,38.7,5.306451612903226,33.0,19.4,26.774193548387096,58.0,22.1,37.50322580645161,24.8,18.3,22.09032258064516,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2005,9,151.8,11.3,0.0,5.0600000000000005,27.6,18.1,23.48,34.3,18.6,28.583333333333332,23.1,17.2,20.173333333333336,114.5,31.2,3.816666666666667,34.2,19.2,27.459999999999997,60.7,21.5,43.336666666666666,23.3,15.4,20.173333333333336,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,1,56.1,8.7,0.0,1.8096774193548388,12.1,1.6,6.132258064516129,16.8,4.4,9.574193548387097,10.2,-1.9,3.774193548387097,16.400000000000002,6.2,0.5290322580645161,12.2,2.9,6.787096774193548,27.5,6.0,15.203225806451613,7.4,-3.5,2.606451612903226,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,10,115.3,9.6,0.0,3.7193548387096773,21.4,15.8,19.322580645161292,28.7,17.6,24.051612903225806,18.9,12.1,16.570967741935487,116.7,49.4,3.764516129032258,23.9,16.9,21.038709677419355,40.4,19.1,30.383870967741935,19.3,12.7,16.387096774193548,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,11,71.4,8.9,0.0,2.3800000000000003,18.3,9.1,13.803333333333335,26.9,10.6,17.62,14.9,6.4,11.396666666666667,26.6,9.3,0.8866666666666667,20.4,9.7,15.213333333333333,38.1,13.1,23.763333333333332,14.1,5.9,11.053333333333335,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,12,30.7,7.4,0.0,0.9903225806451613,10.0,3.8,7.529032258064516,13.5,6.5,10.216129032258063,9.0,0.9,5.587096774193549,3.9,3.4,0.12580645161290321,11.0,4.7,8.206451612903226,21.5,9.4,14.119354838709677,9.1,-0.2,4.84516129032258,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,2,22.8,6.0,0.0,0.8142857142857143,10.8,1.6,7.8,15.1,3.4,10.892857142857142,9.0,0.5,5.517857142857143,46.0,15.5,1.6428571428571428,12.7,2.8,8.725,27.6,7.0,17.035714285714285,8.7,-0.2,4.6000000000000005,11.200000000000001,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,3,129.6,9.7,0.0,4.180645161290323,17.9,5.5,12.890322580645162,25.6,10.2,18.896774193548385,14.2,1.8,8.77741935483871,32.9,17.6,1.0612903225806452,23.1,7.6,15.519354838709678,49.4,13.0,32.877419354838715,14.1,1.3,7.690322580645161,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,4,168.3,11.6,0.0,5.61,23.3,8.5,18.19,31.7,13.5,24.5,18.9,6.0,13.416666666666666,28.5,11.7,0.95,30.7,10.3,22.296666666666667,58.6,19.0,43.21,18.2,6.1,12.26,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,5,202.9,10.8,0.0,6.54516129032258,26.5,15.3,22.364516129032257,35.2,17.4,28.60967741935484,21.4,13.0,17.661290322580644,154.1,86.0,4.970967741935484,32.5,17.2,25.503225806451614,60.6,19.6,40.29032258064516,21.3,13.6,17.61935483870968,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,6,136.2,11.2,0.0,4.54,29.0,21.9,25.426666666666666,36.3,23.4,30.526666666666664,24.8,17.9,21.103333333333335,129.6,48.0,4.319999999999999,37.3,22.2,29.35666666666667,65.8,24.6,46.45666666666667,24.7,16.4,20.64,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,7,201.6,11.6,0.0,6.503225806451613,32.6,24.8,29.206451612903226,38.5,26.8,34.40967741935484,28.2,22.0,25.096774193548388,43.9,13.4,1.4161290322580644,42.9,24.5,35.02258064516129,69.1,27.9,54.377419354838715,29.3,22.0,25.419354838709676,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,8,196.7,10.9,0.0,6.34516129032258,33.6,21.4,29.635483870967743,40.6,24.7,35.37419354838709,29.0,20.4,25.096774193548388,34.199999999999996,11.0,1.1032258064516127,42.5,22.9,35.52258064516129,68.6,26.4,54.774193548387096,30.2,20.1,25.241935483870968,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2006,9,52.699999999999996,10.2,0.0,1.7566666666666666,30.5,17.8,22.09333333333333,37.4,20.3,26.09333333333333,27.4,16.3,19.39333333333333,174.4,66.4,5.8133333333333335,35.6,19.1,23.71333333333333,58.6,21.6,33.8,27.2,15.2,19.066666666666666,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2007,1,76.5,8.1,0.0,2.467741935483871,11.0,4.5,6.648387096774194,20.8,5.5,10.82258064516129,6.6,0.8,3.8096774193548386,24.2,7.0,0.7806451612903226,10.1,3.8,7.212903225806452,27.5,6.4,15.916129032258064,6.7,-0.3,2.767741935483871,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2007,10,19.4,5.1,0.0,0.6258064516129032,25.0,10.7,16.751612903225805,31.3,13.0,20.135483870967743,22.4,9.0,14.80967741935484,76.3,25.9,2.4612903225806453,27.6,12.1,18.096774193548388,49.3,15.0,26.280645161290323,22.4,9.5,14.658064516129032,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2007,11,79.5,8.9,0.0,2.65,15.3,9.1,13.036666666666667,21.5,13.3,17.276666666666664,14.3,4.1,10.466666666666667,1.7,0.7,0.056666666666666664,16.0,10.5,14.066666666666666,32.8,16.8,24.403333333333332,13.5,1.1,8.97,12.0,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
57306,2007,12,53.800000000000004,8.7,0.0,1.735483870967742,12.2,6.6,8.241935483870968,17.4,8.1,11.796774193548387,11.0,2.5,6.012903225806451,9.5,6.0,0.3064516129032258,12.9,6.4,8.625806451612902,31.8,9.4,16.561290322580643,10.3,-0.1,4.609677419354839,12.4,0.4,0.4,0.4,CC,基本站,600,383.5,91980.57232,3349996.255
