scode,YYYY,MM,Tsun_sum,Tsun_max,Tsun_min,Tsun_mean,TAVE_max,TAVE_min,TAVE_mean,Tmax_max,Tmax_min,Tmax_mean,Tmin_max,Tmin_min,Tmin_mean,Rain_sum,Rain_max,Rain_mean,GTAVE_max,GTAVE_min,GTAVE_mean,GTmax_max,GTmax_min,GTmax_mean,GTmin_max,GTmin_min,GTmin_mean,Sevp_sum,Sevp_max,Sevp_min,Sevp_mean,name,type,altitude,alt_qiya,lon,lat
57313,2005,1,42.9,7.1,0.0,1.3838709677419354,6.9,0.3,4.938709677419355,13.4,4.7,8.725806451612904,5.3,-3.0,2.4612903225806453,11.700000000000001,4.7,0.3774193548387097,9.0,1.7,5.593548387096774,20.9,5.0,13.412903225806453,5.2,-2.5,2.067741935483871,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,10,57.1,8.8,0.0,1.8419354838709678,20.7,11.3,16.193548387096776,26.5,13.6,20.096774193548388,19.3,7.2,13.729032258064517,135.0,49.0,4.354838709677419,21.0,12.0,17.032258064516128,33.0,15.0,23.822580645161292,18.7,7.4,13.670967741935485,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,11,48.5,6.9,0.0,1.6166666666666667,17.1,7.3,12.156666666666666,23.1,10.2,16.166666666666668,15.2,2.5,9.610000000000001,26.4,12.6,0.88,17.6,7.1,12.546666666666665,28.9,11.2,19.896666666666665,13.9,1.3,9.046666666666665,9.0,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,12,34.2,8.2,0.0,1.103225806451613,10.3,1.9,6.064516129032258,14.1,5.3,9.587096774193547,8.2,-2.3,3.764516129032258,16.7,8.3,0.5387096774193548,9.5,2.2,6.341935483870968,19.5,6.7,12.564516129032258,8.2,-1.9,3.2096774193548385,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,2,14.5,6.6,0.0,0.5178571428571429,8.8,3.7,6.317857142857143,14.8,6.0,9.739285714285714,6.7,0.1,3.917857142857143,14.8,7.4,0.5285714285714286,9.7,3.9,6.710714285714286,25.8,7.4,14.421428571428573,6.6,-0.2,3.225,8.4,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,3,111.7,10.1,0.0,3.603225806451613,16.0,7.5,11.558064516129033,24.2,10.2,16.916129032258063,11.4,1.5,7.761290322580645,23.7,12.2,0.7645161290322581,19.0,8.6,13.135483870967741,43.7,10.6,26.95483870967742,11.1,0.3,6.958064516129032,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,4,167.0,10.6,0.0,5.566666666666666,24.4,12.1,18.496666666666666,32.6,14.9,25.123333333333335,20.4,8.6,13.636666666666667,23.3,3.9,0.7766666666666667,31.2,13.0,22.103333333333335,56.5,17.9,40.18333333333333,20.4,8.5,13.26,9.0,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,5,131.4,12.2,0.0,4.238709677419355,24.7,18.2,21.664516129032258,33.4,22.2,26.88064516129032,21.3,11.6,17.761290322580646,116.10000000000001,41.7,3.745161290322581,28.1,17.9,23.29032258064516,53.4,21.9,36.71935483870968,21.7,10.2,17.309677419354838,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,6,183.9,12.5,0.0,6.13,29.8,20.4,25.65666666666667,35.9,21.6,31.023333333333333,25.0,17.7,21.376666666666665,135.8,41.9,4.526666666666667,35.3,21.0,28.936666666666667,58.9,23.4,44.46666666666667,24.9,17.1,21.236666666666668,9.0,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,7,135.3,11.6,0.0,4.364516129032259,30.6,23.6,26.787096774193547,36.1,25.8,31.60967741935484,26.4,21.2,23.432258064516127,279.0,60.8,9.0,35.3,24.2,29.003225806451614,60.0,26.8,41.59032258064516,26.1,20.5,23.467741935483872,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,8,97.6,10.6,0.0,3.148387096774193,28.7,18.5,24.18064516129032,35.2,20.3,28.79032258064516,24.6,17.0,21.229032258064517,267.3,57.3,8.62258064516129,30.5,19.6,25.374193548387098,47.7,21.6,34.68709677419355,24.7,18.0,21.187096774193545,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2005,9,143.2,10.7,0.0,4.7733333333333325,27.8,18.7,23.456666666666667,35.1,19.7,28.790000000000003,24.2,16.6,19.853333333333335,146.0,47.9,4.866666666666666,30.9,19.5,25.91,52.0,20.8,38.49,22.2,15.9,19.82,9.0,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2006,1,55.0,7.2,0.0,1.7741935483870968,11.5,1.9,5.906451612903226,16.8,4.6,9.441935483870967,7.8,-2.0,3.4387096774193546,6.4,2.6,0.2064516129032258,11.7,2.8,6.248387096774193,23.9,6.6,13.325806451612904,7.0,-1.3,2.6516129032258067,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2006,10,118.7,9.8,0.0,3.829032258064516,20.8,15.5,18.916129032258063,29.2,17.1,23.796774193548387,19.1,11.1,16.080645161290324,225.70000000000002,87.4,7.280645161290323,24.7,16.6,20.416129032258063,44.3,18.4,30.706451612903226,18.9,10.3,15.748387096774193,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2006,11,73.8,8.8,0.0,2.46,17.7,8.7,13.45,25.0,9.5,17.726666666666667,14.4,6.3,10.846666666666666,19.5,6.4,0.65,19.0,9.0,14.463333333333335,34.3,11.4,23.426666666666666,13.3,4.9,10.153333333333334,9.0,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
57313,2006,12,36.7,7.1,0.0,1.1838709677419357,9.3,3.9,6.912903225806452,13.5,7.0,10.003225806451614,8.4,0.1,4.912903225806452,9.8,7.3,0.31612903225806455,10.7,4.7,7.825806451612903,22.4,8.5,14.570967741935483,8.2,-0.1,4.103225806451613,9.299999999999999,0.3,0.3,0.3,DD,基本站,300,419.0,164679.9382,3382891.436
